customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn,tenure_group,total_services,avg_monthly_spend_ratio,high_risk_flag,payment_risk_flag,contract_ordinal
6340-DACFT,Female,False,True,True,50,Two year,False,Credit card (automatic),20.55,1070.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,21.4,0,0,2
4955-VCWBI,Female,False,True,True,43,One year,False,Mailed check,20.0,817.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,19.02,0,1,1
6813-GZQCG,Female,False,True,True,45,Two year,True,Credit card (automatic),24.65,1171.3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,26.03,0,0,2
7426-GSWPO,Male,True,False,False,64,Month-to-month,True,Bank transfer (automatic),103.5,6548.65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,False,49+,4,102.32,0,0,0
3389-KTRXV,Female,False,True,True,23,Two year,False,Mailed check,23.85,625.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,27.2,0,1,2
3118-UHVVQ,Female,False,True,False,68,Two year,False,Credit card (automatic),25.8,1911.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,28.11,0,0,2
1031-IIDEO,Female,False,False,False,1,Month-to-month,True,Electronic check,70.85,70.85,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,70.85,1,1,0
5832-XKAES,Male,False,False,False,2,Month-to-month,True,Credit card (automatic),69.8,134.7,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,67.35,1,0,0
3205-MXZRA,Male,False,False,False,26,One year,False,Credit card (automatic),59.45,1507.0,Yes,No,DSL,No,No,No,Yes,Yes,No,False,25-48,2,57.96,0,0,1
4701-AHWMW,Male,False,True,False,55,Month-to-month,True,Bank transfer (automatic),54.55,2978.3,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,True,49+,4,54.15,0,0,0
8317-BVKSO,Male,False,False,False,14,Month-to-month,True,Electronic check,20.05,299.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,21.38,0,1,0
5702-KVQRD,Male,False,True,False,71,Two year,True,Electronic check,82.55,5832.65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,False,49+,5,82.15,0,1,2
0083-PIVIK,Male,False,False,False,64,One year,False,Electronic check,81.25,5567.55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,False,49+,5,86.99,0,1,1
9210-IAHGH,Female,False,False,False,7,Month-to-month,True,Credit card (automatic),70.75,450.8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,True,0-12,3,64.4,0,0,0
6169-PGNCD,Female,False,False,False,57,Two year,True,Credit card (automatic),74.3,4166.35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,False,49+,5,73.09,0,0,2
4592-IWTJI,Female,False,True,True,3,Month-to-month,False,Credit card (automatic),29.7,91.7,No,No phone service,DSL,Yes,No,No,No,No,No,True,0-12,1,30.57,1,0,0
4909-JOUPP,Male,True,True,False,72,Two year,False,Credit card (automatic),109.7,7898.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,109.7,0,0,2
4657-FWVFY,Female,False,True,True,40,Month-to-month,True,Credit card (automatic),96.35,3915.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,False,25-48,3,97.88,0,0,0
2257-BOVXD,Male,False,True,False,14,Month-to-month,True,Credit card (automatic),66.6,979.5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,False,13-24,2,69.96,0,0,0
7729-JTEEC,Male,False,True,True,2,Month-to-month,True,Electronic check,44.5,90.05,Yes,No,DSL,No,No,No,No,No,No,False,0-12,0,45.02,1,1,0
7632-MNYOY,Male,True,False,False,66,One year,False,Credit card (automatic),110.9,7432.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,True,49+,5,112.61,0,0,1
6518-LGAOV,Female,False,True,False,38,Month-to-month,True,Electronic check,105.0,4026.4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,True,25-48,4,105.96,0,1,0
7242-QZLXF,Male,False,False,True,1,Month-to-month,True,Electronic check,25.3,25.3,No,No phone service,DSL,No,No,No,No,No,No,True,0-12,0,25.3,1,1,0
4576-CSAJH,Male,False,False,False,22,One year,True,Credit card (automatic),55.15,1193.05,Yes,No,DSL,No,Yes,No,Yes,No,No,True,13-24,2,54.23,0,0,1
1000-AJSLD,Male,False,False,False,1,Month-to-month,True,Mailed check,20.1,20.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,20.1,0,1,0
9696-RMYBA,Male,False,False,False,5,Month-to-month,True,Mailed check,80.1,398.55,Yes,No,Fiber optic,No,No,No,No,Yes,No,False,0-12,1,79.71,1,1,0
8690-UPCZI,Male,False,True,True,29,One year,False,Bank transfer (automatic),69.05,1958.45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,False,25-48,3,67.53,0,0,1
1062-LHZOD,Male,False,True,True,1,Month-to-month,True,Mailed check,69.9,69.9,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.9,1,1,0
9770-LXDBK,Female,False,False,False,3,Month-to-month,False,Mailed check,20.4,63.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,21.05,0,1,0
4086-WITJG,Male,False,True,True,71,Two year,False,Credit card (automatic),19.7,1301.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,18.33,0,0,2
8344-WFMFH,Male,False,False,True,9,Month-to-month,True,Electronic check,50.1,484.05,Yes,No,DSL,No,Yes,No,No,No,No,False,0-12,1,53.78,0,1,0
9600-NAXZN,Male,False,False,False,43,Month-to-month,True,Electronic check,101.4,4528.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,True,25-48,3,105.3,0,1,0
8822-KNBHV,Female,False,False,False,48,One year,True,Credit card (automatic),83.45,3887.85,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,False,25-48,5,81.0,0,0,1
8404-FYDIB,Male,False,False,False,26,Month-to-month,True,Credit card (automatic),86.65,2208.75,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,False,25-48,2,84.95,0,0,0
2791-SFVEW,Female,False,False,False,9,Month-to-month,False,Bank transfer (automatic),20.15,238.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,26.46,0,0,0
6457-USBER,Male,False,False,False,1,Month-to-month,True,Electronic check,80.8,80.8,Yes,No,Fiber optic,No,No,No,No,No,Yes,True,0-12,1,80.8,1,1,0
6762-NSODU,Female,False,True,True,46,Two year,False,Credit card (automatic),19.4,958.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,20.83,0,0,2
4662-EKDPQ,Male,False,False,False,2,Month-to-month,False,Bank transfer (automatic),62.05,118.3,Yes,Yes,DSL,No,No,No,No,No,Yes,True,0-12,1,59.15,1,0,0
9248-OJYKK,Male,True,False,False,1,Month-to-month,True,Electronic check,76.45,76.45,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,0-12,0,76.45,1,1,0
9888-ZCUMM,Male,False,True,True,64,Two year,True,Bank transfer (automatic),60.05,3845.45,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,False,49+,5,60.09,0,0,2
3398-FSHON,Female,True,False,False,12,Month-to-month,True,Electronic check,91.3,1094.5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,True,0-12,2,91.21,0,1,0
3319-DWOEP,Male,True,True,False,6,Month-to-month,True,Electronic check,95.75,573.75,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,True,0-12,3,95.62,0,1,0
1074-WVEVG,Female,False,True,False,59,One year,False,Mailed check,20.35,1267.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,21.47,0,1,1
9979-RGMZT,Female,False,False,False,7,One year,True,Mailed check,94.05,633.45,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,False,0-12,3,90.49,0,1,1
6437-UDQJM,Female,True,True,False,72,Two year,True,Credit card (automatic),84.1,6129.65,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,False,49+,5,85.13,0,0,2
1226-IENZN,Male,True,False,False,16,Month-to-month,True,Electronic check,78.75,1218.25,Yes,No,Fiber optic,No,No,No,No,No,Yes,False,13-24,1,76.14,0,1,0
2108-GLPQB,Male,False,True,False,25,Month-to-month,False,Credit card (automatic),55.55,1405.3,Yes,Yes,DSL,No,No,Yes,No,No,No,False,25-48,1,56.21,0,0,0
9259-PACGQ,Female,False,True,False,34,Month-to-month,False,Electronic check,62.65,2274.9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,True,25-48,3,66.91,0,1,0
4415-IJZTP,Female,False,False,False,1,Month-to-month,True,Electronic check,74.5,74.5,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,0-12,0,74.5,1,1,0
1465-VINDH,Female,False,True,True,10,Month-to-month,True,Credit card (automatic),102.1,1068.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,0-12,4,106.88,0,0,0
5474-LAMUQ,Male,False,True,False,24,One year,False,Mailed check,20.1,533.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,22.25,0,1,1
3468-DRVQJ,Female,False,True,True,10,One year,False,Electronic check,70.3,676.15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,False,0-12,3,67.61,0,1,1
1122-YJBCS,Male,False,True,False,69,One year,True,Credit card (automatic),53.65,3804.4,Yes,No,DSL,Yes,Yes,No,No,No,No,False,49+,2,55.14,0,0,1
4990-ALDGW,Male,False,False,False,57,Two year,False,Mailed check,20.75,1118.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.63,0,1,2
4816-OKWNX,Male,False,True,True,50,One year,True,Bank transfer (automatic),103.4,5236.4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,104.73,0,0,1
3315-IKYZQ,Male,False,True,True,28,One year,False,Mailed check,50.8,1386.8,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,False,25-48,4,49.53,0,1,1
2810-FTLEM,Female,False,False,False,16,Month-to-month,True,Electronic check,50.15,762.25,Yes,No,DSL,Yes,No,No,No,No,No,True,13-24,1,47.64,0,1,0
4747-LCAQL,Male,False,False,False,25,Month-to-month,True,Mailed check,79.0,1902.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,False,25-48,5,76.08,0,1,0
3411-WLRSQ,Female,True,True,False,3,Month-to-month,True,Bank transfer (automatic),74.6,239.05,Yes,No,Fiber optic,No,Yes,No,No,No,No,False,0-12,1,79.68,1,0,0
0898-XCGTF,Male,False,True,False,61,One year,True,Bank transfer (automatic),96.5,5673.7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,False,49+,2,93.01,0,0,1
8006-PYCSW,Female,False,False,False,2,Month-to-month,False,Mailed check,20.1,39.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,19.9,0,1,0
8249-THVEC,Male,False,True,True,51,One year,False,Mailed check,19.4,997.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.56,0,1,1
8722-PRFDV,Female,False,True,True,71,Two year,False,Credit card (automatic),77.55,5574.35,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,False,49+,4,78.51,0,0,2
2164-SOQXL,Female,False,True,True,20,Month-to-month,False,Mailed check,20.05,406.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,20.3,0,1,0
4020-KIUDI,Male,False,True,True,6,Month-to-month,False,Credit card (automatic),19.85,138.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,23.14,0,0,0
5850-BDWCY,Female,False,False,False,6,Month-to-month,False,Mailed check,20.2,123.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.61,0,1,0
2038-YSEZE,Female,False,False,False,29,Month-to-month,False,Mailed check,67.45,1801.1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,False,25-48,3,62.11,0,1,0
0827-ITJPH,Male,False,False,False,36,Two year,True,Credit card (automatic),18.55,689.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,19.14,0,0,2
8799-OXZMD,Female,False,False,False,28,Month-to-month,True,Mailed check,29.75,790.7,No,No phone service,DSL,No,No,Yes,No,No,No,False,25-48,1,28.24,0,1,0
1925-TIBLE,Female,False,True,False,7,Month-to-month,True,Electronic check,86.5,582.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,True,0-12,1,83.21,0,1,0
1705-GUHPV,Female,False,False,False,63,Two year,False,Mailed check,24.2,1618.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,25.69,0,1,2
4779-ZGICK,Male,False,True,True,48,Two year,False,Mailed check,23.55,1173.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,24.44,0,1,2
0048-PIHNL,Female,False,True,False,49,One year,False,Bank transfer (automatic),20.45,900.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,18.39,0,0,1
0818-OCPZO,Male,True,False,False,27,Month-to-month,True,Electronic check,81.45,2122.05,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,True,25-48,1,78.59,0,1,0
3967-KXAPS,Male,False,True,False,72,Two year,False,Credit card (automatic),92.3,6719.9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,93.33,0,0,2
1447-GIQMR,Male,False,True,False,1,Month-to-month,True,Electronic check,69.15,69.15,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.15,1,1,0
3704-IEAXF,Female,False,True,True,72,Two year,False,Credit card (automatic),53.65,3784.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,False,49+,4,52.56,0,0,2
6810-VCAEX,Female,False,False,False,47,One year,False,Credit card (automatic),39.65,1798.65,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,False,25-48,3,38.27,0,0,1
0674-EYYZV,Female,False,False,False,1,Month-to-month,True,Electronic check,54.65,54.65,Yes,No,DSL,No,No,No,No,Yes,No,False,0-12,1,54.65,1,1,0
4480-MBMLB,Female,False,False,False,36,One year,True,Bank transfer (automatic),104.8,3886.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,25-48,4,107.96,0,0,1
1395-OFUWC,Male,False,True,True,43,Month-to-month,False,Credit card (automatic),29.3,1224.05,No,No phone service,DSL,No,Yes,No,No,No,No,False,25-48,1,28.47,0,0,0
0822-QGCXA,Female,True,True,False,27,Month-to-month,False,Electronic check,83.85,2310.2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,False,25-48,5,85.56,0,1,0
0872-NXJYS,Female,False,False,False,9,Month-to-month,True,Electronic check,79.55,723.4,Yes,No,Fiber optic,No,No,No,No,No,Yes,True,0-12,1,80.38,0,1,0
2832-KJCRD,Female,False,False,False,38,Month-to-month,True,Electronic check,103.65,3988.5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,False,25-48,4,104.96,0,1,0
3588-WSTTJ,Female,True,False,False,35,Month-to-month,True,Electronic check,99.05,3554.6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,False,25-48,3,101.56,0,1,0
4075-WKNIU,Female,False,True,True,0,Two year,False,Mailed check,73.35,73.35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,False,0-12,4,73.35,0,1,2
5090-EMGTC,Female,False,True,False,59,Two year,True,Mailed check,100.05,6034.85,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,False,49+,4,102.29,0,1,2
2346-CZYIL,Male,False,False,False,27,Two year,False,Credit card (automatic),20.35,531.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,19.69,0,0,2
3798-EPWRR,Female,True,False,False,2,Month-to-month,False,Electronic check,43.95,85.1,Yes,No,DSL,No,No,No,No,No,No,False,0-12,0,42.55,1,1,0
6258-NGCNG,Male,False,False,False,7,Month-to-month,False,Mailed check,23.5,173.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,24.71,0,1,0
4186-ZBUEW,Female,False,False,False,36,One year,True,Mailed check,70.7,2511.95,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,False,25-48,3,69.78,0,1,1
5274-XHAKY,Female,False,True,True,41,Month-to-month,True,Bank transfer (automatic),94.3,3893.6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,False,25-48,3,94.97,0,0,0
1442-BQPVU,Female,False,False,False,13,Month-to-month,False,Electronic check,29.15,357.15,No,No phone service,DSL,No,Yes,No,No,No,No,False,13-24,1,27.47,0,1,0
6229-LSCKB,Male,True,False,False,6,Month-to-month,True,Electronic check,79.7,497.6,Yes,No,Fiber optic,No,No,No,No,Yes,No,False,0-12,1,82.93,0,1,0
3978-YNKDD,Male,False,False,True,19,Two year,False,Credit card (automatic),20.85,467.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,24.61,0,0,2
4940-KHCWD,Female,False,True,False,60,Two year,False,Bank transfer (automatic),37.7,2288.7,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,False,49+,3,38.14,0,0,2
9412-ARGBX,Female,False,False,True,48,Two year,True,Mailed check,95.5,4627.85,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,True,25-48,4,96.41,0,1,2
1389-CXMLU,Male,True,False,False,3,Month-to-month,False,Electronic check,91.05,289.1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,True,0-12,2,96.37,1,1,0
9589-ABEPT,Male,False,True,False,69,Two year,True,Mailed check,92.45,6460.55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,False,49+,3,93.63,0,1,2
9388-ZEYVT,Male,False,False,False,43,One year,False,Electronic check,44.15,1931.3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,False,25-48,3,44.91,0,1,1
0305-SQECB,Female,False,False,True,11,One year,True,Mailed check,36.05,402.6,No,No phone service,DSL,Yes,No,No,Yes,No,No,False,0-12,2,36.6,0,1,1
7605-SNLQG,Female,False,True,False,45,Month-to-month,True,Credit card (automatic),50.25,2221.55,Yes,No,DSL,No,No,Yes,No,No,No,False,25-48,1,49.37,0,0,0
4670-TABXH,Male,False,True,False,72,Two year,True,Credit card (automatic),109.75,7758.9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,107.76,0,0,2
5561-NWEVX,Female,True,True,False,2,Month-to-month,False,Electronic check,79.2,172.85,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,True,0-12,1,86.42,1,1,0
0064-SUDOG,Female,False,True,True,12,Two year,False,Bank transfer (automatic),20.3,224.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,18.71,0,0,2
8561-NMTBD,Female,False,True,True,67,One year,True,Credit card (automatic),112.35,7388.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,110.28,0,0,1
5161-XEUVX,Male,False,True,False,37,Two year,False,Mailed check,94.3,3460.95,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,False,25-48,3,93.54,0,1,2
8292-FRFZQ,Female,False,False,False,39,One year,False,Bank transfer (automatic),41.15,1700.9,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,False,25-48,3,43.61,0,0,1
8591-NXRCV,Female,False,False,False,41,Month-to-month,True,Bank transfer (automatic),74.65,3090.65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,False,25-48,4,75.38,0,0,0
7895-VONWT,Female,False,False,False,25,Month-to-month,True,Electronic check,48.25,1293.8,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,False,25-48,3,51.75,0,1,0
4526-RMTLL,Male,False,True,True,8,Two year,True,Credit card (automatic),76.15,645.8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,False,0-12,4,80.72,0,0,2
6253-GNHWH,Female,False,True,True,71,Two year,False,Mailed check,71.1,5224.95,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,False,49+,4,73.59,0,1,2
4566-NECEV,Male,False,False,False,5,Month-to-month,False,Electronic check,96.55,500.1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,False,0-12,3,100.02,1,1,0
8080-POTJR,Female,False,False,False,30,One year,True,Credit card (automatic),79.3,2427.1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,False,25-48,4,80.9,0,0,1
6906-MPARY,Male,False,False,False,40,One year,True,Credit card (automatic),89.6,3488.15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,False,25-48,3,87.2,0,0,1
3662-FXJFO,Female,False,False,False,54,Two year,True,Mailed check,20.5,1035.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.18,0,1,2
8107-RZLNV,Male,False,True,False,72,Two year,True,Bank transfer (automatic),106.3,7565.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,49+,4,105.07,0,0,2
0516-OOHAR,Male,False,True,True,28,One year,False,Bank transfer (automatic),100.35,2799.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,25-48,4,99.96,0,0,1
2027-CWDNU,Male,False,True,True,18,Month-to-month,True,Electronic check,85.6,1601.5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,False,13-24,2,88.97,0,1,0
2737-WFVYW,Female,False,False,False,2,Month-to-month,True,Electronic check,45.25,85.5,No,No phone service,DSL,No,No,No,No,Yes,Yes,True,0-12,2,42.75,1,1,0
9912-OMZDS,Female,False,True,True,59,One year,True,Electronic check,106.15,6256.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,49+,4,106.04,0,1,1
3733-ZEECP,Male,False,True,True,22,Month-to-month,True,Electronic check,51.1,1232.9,Yes,No,DSL,No,No,No,Yes,No,No,False,13-24,1,56.04,0,1,0
7878-RTCZG,Female,False,False,False,1,Month-to-month,False,Mailed check,19.9,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,19.9,0,1,0
2452-MRMZF,Female,True,True,False,72,Two year,True,Credit card (automatic),25.7,1937.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,26.91,0,0,2
2272-QAGFO,Female,True,False,False,14,Month-to-month,True,Electronic check,74.3,1096.25,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,13-24,0,78.3,0,1,0
7103-IPXPJ,Male,False,True,False,50,One year,False,Electronic check,99.4,5059.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,False,49+,3,101.2,0,1,1
4342-HFXWS,Female,False,True,True,48,One year,False,Bank transfer (automatic),69.7,3023.65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,False,25-48,4,62.99,0,0,1
3545-CNWRG,Female,False,True,True,49,Month-to-month,True,Electronic check,98.35,4889.2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,False,49+,3,99.78,0,1,0
1785-BPHTP,Male,False,True,True,28,Month-to-month,False,Electronic check,85.45,2289.9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,False,25-48,2,81.78,0,1,0
4989-LIXVT,Male,True,False,False,68,Month-to-month,True,Electronic check,95.9,6503.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,False,49+,3,95.64,0,1,0
7315-WYOAW,Male,False,False,False,13,Month-to-month,False,Electronic check,100.75,1313.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,False,13-24,3,101.02,0,1,0
1173-XZPYF,Female,False,False,False,11,Month-to-month,True,Electronic check,89.2,990.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,False,0-12,2,90.03,0,1,0
9850-OWRHQ,Female,False,True,False,3,Month-to-month,True,Credit card (automatic),74.1,228.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,0-12,0,76.0,1,0,0
3768-NLUBH,Male,True,True,False,57,Month-to-month,False,Electronic check,100.6,5746.15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,49+,3,100.81,0,1,0
8676-TRMJS,Male,False,False,False,3,Month-to-month,False,Mailed check,75.0,209.1,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.7,1,1,0
2509-TFPJU,Male,False,True,False,72,Two year,False,Credit card (automatic),25.75,1864.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,25.89,0,0,2
9530-GRMJG,Male,False,True,True,70,Two year,True,Electronic check,84.1,5979.7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,85.42,0,1,2
6898-RBTLU,Female,False,True,True,49,Two year,False,Bank transfer (automatic),79.3,3902.45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,False,49+,4,79.64,0,0,2
5481-NTDOH,Female,True,True,False,67,One year,True,Credit card (automatic),107.05,7142.5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,False,49+,4,106.6,0,0,1
2068-WWXQZ,Male,False,False,False,46,Two year,False,Bank transfer (automatic),20.05,902.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,19.61,0,0,2
7359-SSBJK,Female,True,False,False,64,Two year,True,Credit card (automatic),70.2,4481.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,True,49+,4,70.02,0,0,2
2061-VVFST,Female,False,True,False,37,Month-to-month,False,Bank transfer (automatic),19.5,805.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,21.76,0,0,0
0685-MLYYM,Female,True,False,False,2,Month-to-month,False,Electronic check,70.75,154.85,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,77.42,1,1,0
0749-IRGQE,Female,True,True,False,13,Month-to-month,False,Electronic check,45.3,528.45,No,No phone service,DSL,No,No,No,No,Yes,Yes,False,13-24,2,40.65,0,1,0
2380-DAMQP,Female,False,True,False,72,Two year,False,Electronic check,115.15,8349.7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,115.97,0,1,2
2256-YLYLP,Male,False,True,True,68,Two year,True,Bank transfer (automatic),72.95,4953.25,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,False,49+,4,72.84,0,0,2
1272-ILHFG,Male,False,True,True,15,One year,False,Mailed check,19.65,332.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,22.18,0,1,1
0164-XAIRP,Female,False,False,False,24,Two year,True,Bank transfer (automatic),19.55,470.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,19.59,0,0,2
